nombre;codigo_local;provincia;distrito;centro_poblado;direccion;tipo_gestion
MI MUNDO MARAVILLOSO;276918;Chiclayo;Chiclayo;CHICLAYO;AVENIDA JOSE QUIÑONES 568;Privada
SEMILLITAS DE AMOR;276923;Chiclayo;Chiclayo;CHICLAYO;CALLE HUARY 141;Privada
JORGE LAZO ARRASCO;276942;Chiclayo;Chiclayo;CHICLAYO;MZ C LOTE 1;Privada
EL ARBOLITO;276956;Chiclayo;Chiclayo;CHICLAYO;CALLE TOMAS GUTIERREZ 360;Privada
INTERNACIONAL ELIM;276961;Chiclayo;Chiclayo;CHICLAYO;AVENIDA BOLOGNESI 1207;Privada
LA SEMILLITA;276975;Chiclayo;Chiclayo;CHICLAYO;CARRETERA A PIMENTEL KM 5 2 KM 5.2;Privada
UNIDAD ACADEMICA INTERNACIONAL - UNAI;276980;Chiclayo;Chiclayo;CHICLAYO;CRUZ DEL PERDON;Privada
SCHILLER;276999;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ELIAS AGUIRRE 1102;Privada
MARTINIK;277003;Chiclayo;Chiclayo;CHICLAYO;AVENIDA LEONCIO PRADO 1673;Privada
BILINGÜE DISNEYLANDIA;277017;Chiclayo;Chiclayo;CHICLAYO;CALLE LAS MAGNOLIAS 485;Privada
MARIA DE LA PAZ;277022;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS NARANJOS 130;Privada
MARIA MADRE DE LOS NIÑOS;277036;Chiclayo;Chiclayo;SAN JUAN;AVENIDA QUIÑONES 557;Privada
BRUNING;277041;Chiclayo;Pimentel;LA GARITA;CARRETERA PIMENTEL KM 5;Privada
LOS CAPULLITOS;277055;Chiclayo;Chiclayo;CHICLAYO;LOS-MIRTOS-198;Privada
11557;277060;Chiclayo;Pomalca;SAN LUIS;MZ K LOTE 1;Pública
MARIA PARADO DE BELLIDO;277079;Chiclayo;Chiclayo;CHICLAYO;AVENIDA FCO CABRERA 1165;Privada
UNIVERSITY COLLEGE RICARDO PALMA;277084;Chiclayo;Chiclayo;CHICLAYO;AVENIDA VICENTE DE LA VEGA 1425;Privada
LA INMACULADA;277098;Chiclayo;Chiclayo;CHICLAYO;CALLE MANUEL MARIA IZAGA 866;Privada
SANTA ANA;277102;Chiclayo;Chiclayo;CHICLAYO;AVENIDA 7 DE ENERO 1418;Privada
ADVENTISTA CHICLAYO;277116;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ALFONSO UGARTE 1356;Privada
MONTESSORI COLLEGE;277121;Chiclayo;La Victoria;LA VICTORIA;CALLE 1 DE JUNIO MZ J LOTE 2;Privada
11271 SIGLO XXI;277135;Chiclayo;Chiclayo;CHICLAYO;CALLE RIO RAMIS 110;Pública
REMIGIO SILVA;277159;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ZARUMILLA 211;Privada
SAN LUIS GONZAGA;277164;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ELIAS AGUIRRE 1025;Privada
SAN GABRIEL;277178;Chiclayo;Chiclayo;CHICLAYO;AVENIDA LUIS GONZALES 1438;Privada
CEIBOS;277183;Chiclayo;Chiclayo;CHICLAYO;AVENIDA BOLOGNESI S/N;Privada
SANTO TOMAS DE AQUINO;277197;Chiclayo;Chiclayo;CHICLAYO;CALLE 7 DE ENERO 374;Privada
ELIAB;277215;Chiclayo;Chiclayo;SANTA VICTORIA;JIRON LOS AMARANTOS 132;Privada
AMAN ATINM;277220;Chiclayo;Chiclayo;CHICLAYO;CALLE 7 DE ENERO 676;Privada
SAGRADO IGNACIO DE LOYOLA;277244;Chiclayo;Pomalca;POMALCA;AVENIDA APOLINARIO SALCEDO SECTOR 5 MZ E LOTE 1;Privada
MI HORIZONTE;277258;Chiclayo;Chiclayo;CHICLAYO;CALLE BORGOÑO 121;Privada
AMERICANA;277263;Chiclayo;Chiclayo;CHICLAYO;CALLE BARCELONA 164;Privada
JOSE BALTA;277277;Chiclayo;Chiclayo;CHICLAYO;AVENIDA SAÁENZ PEÑA 978;Privada
MARIA DEL SOCORRO;277296;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ALFONSO UGARTE 1284;Privada
EL PACIFICO;277300;Chiclayo;Chiclayo;CHICLAYO;CALLE TACNA 656;Privada
LOS ROBLES;277319;Chiclayo;Chiclayo;CHICLAYO;CALLE TACNA 124;Privada
SAN MIGUEL;277343;Chiclayo;Chiclayo;CHICLAYO;CALLE JUAN CUGLIEVAN 936-940;Privada
SAN JUAN BOSCO;277357;Chiclayo;Chiclayo;CHICLAYO;CALLE FRANCISCO CABRERA 534;Privada
ROBERT MARKHAN;277362;Chiclayo;Chiclayo;CHICLAYO;CALLE TORRES PAZ 304;Privada
JORGE BASADRE;277376;Chiclayo;Chiclayo;CHICLAYO;CALLE VICENTE DE LA VEGA 1056;Privada
MIGUEL CERVANTES SAAVEDRA;277381;Chiclayo;Chiclayo;CHICLAYO;AVENIDA JOSE L ORTIZ 434 INT D;Privada
APPUL COLLEGE;277593;Chiclayo;Chiclayo;CHICLAYO;CALLE FRANCISCO CABRERA 151;Privada
FLEMING COLLEGE;277710;Chiclayo;Chiclayo;CHICLAYO;AVENIDA HUMBOLT 504;Privada
HISPANO;277748;Chiclayo;Chiclayo;CHICLAYO;CALLE FRANCISCO CABRERA 773;Privada
MARIA DE NAZARETH;277786;Chiclayo;Chiclayo;CHICLAYO;MZ D LOTE 8;Privada
PRINCIPE DE ASTURIAS;277885;Chiclayo;Chiclayo;JOSE ABELARDO QUIÑONES;IQUITOS 101;Privada
MOISES OBLITAS IRIGOYEN;277890;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS ALAMOS 323;Privada
SANTA MARIA DEL CAMINO;277932;Chiclayo;Chiclayo;CHICLAYO;EL VALLE 159;Privada
DAVID HANSEN;277965;Chiclayo;Chiclayo;CHICLAYO;BELAUNDE 110;Privada
AFUL;277970;Chiclayo;Chiclayo;CHICLAYO;AVENIDA PEDRO RUIZ 817;Privada
SAGRADO CORAZON DE MARIA;277989;Chiclayo;Chiclayo;CHICLAYO;PASTAZA S/N;Privada
CENIT;278007;Chiclayo;Chiclayo;CHICLAYO;CALLE MANCO CAPAC 278;Privada
042 MI PEQUEÑO UNIVERSO;278031;Chiclayo;Chongoyape;RAMON CASTILLA;AVENIDA CHICLAYO S/N;Pública
117;278045;Chiclayo;Chongoyape;CAMPAMENTO DE PAREDONES;CARRETERA PAREDONES;Pública
10730;278050;Chiclayo;Chongoyape;TIERRAS BLANCAS;TIERRAS BLANCAS;Pública
10006 ARTURO SCHUTT Y SACCO;278069;Chiclayo;Chongoyape;CHONGOYAPE;CALLE CHICLAYO 2221;Pública
10007 SAGRADO CORAZON DE MARIA;278074;Chiclayo;Chongoyape;CHONGOYAPE;CALLE CHICLAYO 2427;Pública
10239;278088;Chiclayo;Chongoyape;PAREDONES;PAREDONES;Pública
10798;278093;Chiclayo;Chongoyape;OVERAZAL;OVERAZAL;Pública
11222 SAGRADO CORAZON DE JESUS;278106;Chiclayo;Chongoyape;PIEDRA PARADA;PIEDRA PARADA;Pública
JOSE JIMENEZ BORJA;278111;Chiclayo;Chongoyape;PAMPAGRANDE;AVENIDA TUPAC AMARU 1310;Pública
ENRIQUE LOPEZ ALBUJAR;278125;Chiclayo;Chongoyape;CUCULI;AVENIDA MANUEL SEOANE S/N;Pública
CHONGOYAPE;278130;Chiclayo;Chongoyape;CHONGOYAPE;AVENIDA CHICLAYO 2526;Pública
11249;278149;Chiclayo;Chongoyape;LAS COLMENAS;CARRETERA LAS COLMENAS S/N;Pública
11244;278154;Chiclayo;Chongoyape;LOS LIBERTADORES;LOS LIBERTADORES;Pública
HUACA BLANCA;278168;Chiclayo;Chongoyape;HUACA BLANCA;CARHUAQUERO S/N;Pública
11504;278187;Chiclayo;Chongoyape;PAMPAGRANDE;AVENIDA TUPAC AMARU S/N;Pública
11507;278192;Chiclayo;Chongoyape;HACIENDA TINAJONES;CARRETERA ZONA NORTE S/N;Pública
11511;278205;Chiclayo;Chongoyape;EL PALMO;AVENIDA VICTOR RAUL DE LA TORRE S/N;Pública
11537;278210;Chiclayo;Chongoyape;WADINGTON;WADINGTON;Pública
NUESTRA SEÑORA DEL CARMEN;278229;Chiclayo;Chongoyape;CHONGOYAPE;AVENIDA SIMON BOLIVAR 1009;Privada
SAN FRANCISCO DE ASIS;278234;Chiclayo;Chongoyape;CHONGOYAPE;CALLE CHICLAYO 1741;Privada
057 AMIGOS DE SAN MARTIN;278267;Chiclayo;Chongoyape;CUCULI;AVENIDA TUPAC AMARU S/N;Pública
058 NIÑO JESUS;278272;Chiclayo;Chongoyape;HUACA BLANCA;NUEVO;Pública
11505 NUESTRA SEÑORA DE ANGOSTO;278286;Chiclayo;Chongoyape;HUACA BLANCA;CALLE REAL 07;Pública
11506;278291;Chiclayo;Chongoyape;TABLAZOS;MZ 2 LOTE 4;Pública
11508 NUESTRA VIRGEN DE LA PAZ;278309;Chiclayo;Chongoyape;CUCULI;CUCULI;Pública
11533;278314;Chiclayo;Chongoyape;CHONGOYAPE;CARRETERA A CHONGOYAPE KM 51;Pública
150;278333;Chiclayo;Eten;MANSICHE;CALLE PEDRO RUIZ GALLO S/N;Pública
320;278347;Chiclayo;Eten;CASCAJALES;CASCAJALES;Pública
11027 DIVINO NIÑO DEL MILAGRO;278352;Chiclayo;Eten;ETEN;CALLE PEDRO RUIZ 845;Pública
11028 CESAR FRANCISCO PINGLO CHUNGA;278366;Chiclayo;Eten;ETEN;AVENIDA MARISCAL.CASTILLA 400;Pública
PEDRO RUIZ GALLO;278385;Chiclayo;Eten;ETEN;AVENIDA PEDRO RUIZ 960;Pública
11183 MARIA REYNA DE LA PAZ;278413;Chiclayo;Eten;ETEN;CALLE UNION CUADRA 8 S/N;Pública
SANTA RITA DE CASIA;278427;Chiclayo;Eten;ETEN;CALLE UNION Y PROGRESO 504;Privada
LOS TORIBIANITOS;278432;Chiclayo;Eten;ETEN;CALLE HUASCAR 720;Privada
018 MELODIAS DEL MAR;278446;Chiclayo;Puerto Eten;PUERTO DE ETEN;AVENIDA SAN MARTIN S/N;Pública
10049 VIRGEN MARIA;278451;Chiclayo;Puerto Eten;PUERTO DE ETEN;AVENIDA SAN MARTIN 105;Pública
10048;278465;Chiclayo;Puerto Eten;PUERTO DE ETEN;CALLE JUAN FANNING 313;Pública
JOSE ANTONIO GARCIA Y GARCIA;278470;Chiclayo;Puerto Eten;PUERTO DE ETEN;AVENIDA DOS DE MAYO S/N;Pública
ACUARELAS;278489;Chiclayo;Puerto Eten;PUERTO DE ETEN;CALLE SIMON BOLIVAR 584;Privada
001 VIRGEN MARIA AUXILIADORA;278494;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE GONZALO PIZARRO CUADRA 1 S/N;Pública
007 CAMPANITAS;278502;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA JONH KENEDY 229;Pública
11011 SEÑOR DE LOS MILAGROS;278516;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;PASAJE LA TINA 100;Pública
024 LA INMACULADA;278521;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA BALTA 3199-B;Pública
040 LAS MERCEDES;278535;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA AREQUIPA S/N;Pública
123 MARIA PARADO DE BELLIDO;278540;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA BUENOS AIRES 237;Pública
142;278559;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA VENEZUELA S/N MZ 1 LOTE 13;Pública
143 CAMINITO DEL SABER;278564;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;SAN FRANCISCO;Pública
10008;278578;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE HUSARES DE JUNIN 400;Pública
10009 SANTA ROSA DE LIMA;278583;Chiclayo;José Leonardo Ortiz;GARCES;CALLE MIRAFLORES 365;Pública
10010 JOSE DEL CARMEN PASCO MEDINA;278597;Chiclayo;José Leonardo Ortiz;CULPON;CULPON;Pública
10011 FRANCISCO BOLOGNESI CERVANTES;278601;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;PASAJE MANUEL SEOANE 115;Pública
10797 MICAELA BASTIDAS;278615;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE CESAR VALLEJO 345;Pública
10823 JOSE LEONARDO ORTIZ;278620;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE INCANATO CDRA 14 1400;Pública
10826 CARLOS CASTAÑEDA IPARRAGUIRRE;278639;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE CHILE S/N;Pública
10834 SANTA ANA;278644;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE SAN SALVADOR Y J CHAVEZ 1398;Pública
10836 LA APLICACION;278658;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE CAHUIDE 420;Pública
10878 PEDRO PABLO ATUSPARIAS;278663;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE FANNY ABANTO CUADRA1;Pública
10923 FANNY ABANTO CALLE;278677;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA CHICLAYO;Pública
10924;278682;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE SALAS CUADRA 4 S/N;Pública
10945 HEROINA MARIA PARADO DE BELLIDO;278696;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE TACNA 150;Pública
11009 VIRGEN DE LA MEDALLA MILAGROSA;278700;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;JIRON HUSARES DE JUNIN 520;Pública
11010 MARIANO MELGAR VALDIVIESO;278719;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE JOSE LEONARDO ORTIZ 610 SECTOR IV;Pública
11057 SAN LORENZO;278724;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE PANAMA CUADRA 30 S/N;Pública
CRISTO REY;278738;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA UPIS 1 DE MAYO 1465;Pública
NICOLAS LA TORRE;278743;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA SAENZ PEÑA 1815;Pública
SANTA CECILIA;278762;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;JIRON LOS CURACAS 175;Privada
SIMON BOLIVAR;278776;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;JIRON INTENDENTE 177-195;Privada
SAN JUAN;278781;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA BALTA 2869;Privada
INNOVA COLLEGE;278795;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;JIRON CONQUISTA 1036;Privada
MIGUEL ANGEL BUONAROTTI;278804;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA VILLA HERMOSA 700;Privada
HORACIO ZEVALLOS GAMEZ;278823;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA MARIANO CORNEJO 236;Privada
FLAMENCO;278837;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA EL DORADO 1699;Privada
MARIA REICHE KIDS;278842;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA SAENZ PEÑA 2229;Privada
SAN PABLO SCHOOL SAC;278856;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE LOS LAURELES 248;Privada
CORAZON DE MARIA;278861;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;PASAJE LOS LAURELES 185;Privada
MANUEL ANTONIO RIVAS;278875;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE ESPAÑA 857;Privada
LOS ANGELES;278880;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;JIRON AYACUCHO 1318;Privada
BELEN;278899;Chiclayo;José Leonardo Ortiz;LUJAN;CALLE VENEZUELA 845;Privada
NUESTRO PATRON SAN AGUSTIN;278917;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE PROCERES 655;Privada
TALENTOS;278922;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA KENNEDY 208;Privada
ANGEL DE LA GUARDA;278936;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE HERNANDO DE SOTO 368;Privada
MI MUNDO SILVESTRE;278955;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;JIRON INCANATO 1086;Privada
SOR ANA DE LOS ANGELES - CHICLAYO E.I.R.L.;278960;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;AVENIDA SAENZ PEÑA 2283;Privada
JOSE GALVEZ EGUSQUIZA;278984;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;JIRON CAMINOS DEL INCA 266;Privada
RENACIMIENTO;279002;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE SANTIAGO CASSINELLI 324;Privada
HUELLITAS;279016;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE CASILDO 134;Privada
LA PONTIFICIA;279021;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;HUSARES DE JUNIN 1111;Privada
008 NIÑO MENSAJEROS DE LA PAZ;279040;Chiclayo;La Victoria;LA VICTORIA;AVENIDA LA COLLA 1497;Pública
035 MARAVILLA DE JESUS;279059;Chiclayo;La Victoria;LA VICTORIA;AVENIDA CAHUIDE 650 MZ H6 LOTE 1;Pública
041 NUESTRA SEÑORA DE FATIMA;279064;Chiclayo;La Victoria;LA VICTORIA;CALLE MACHUPICCHU 770;Pública
10982;279078;Chiclayo;La Victoria;HACIENDA CHACUPE;CARRETERA CHACUPE ALTO;Pública
10053 JAVIER PEREZ DE CUELLAR;279083;Chiclayo;La Victoria;LA VICTORIA;AVENIDA TUPAC AMARU S/N;Pública
10054;279097;Chiclayo;La Victoria;CHACUPE BAJO;CHACUPE;Pública
10717 JOSE MARIA ARGUEDAS;279101;Chiclayo;La Victoria;LA VICTORIA;AVENIDA LOS TAMBOS;Pública
10796 CARLOS AUGUSTO SALAVERRY;279115;Chiclayo;La Victoria;LA VICTORIA;AVENIDA CAHUIDE 340;Pública
11025 JUAN PABLO VIZCARDO Y GUZMAN;279120;Chiclayo;La Victoria;LA VICTORIA;AVENIDA MANUEL SOANE CUADRA 12;Pública
11026 MARISCAL ANDRES AVELINO CACERES;279139;Chiclayo;La Victoria;LA VICTORIA;CALLE YAHUAR HUACA 375;Pública
11098 JUAN PABLO II;279144;Chiclayo;La Victoria;LA VICTORIA;CALLE LLOQUE YUPANQUI CUADRA 18;Pública
SANTA ANA;279182;Chiclayo;Chiclayo;CHICLAYO;CALLE AMAZONAS 885;Privada
SAN ANTONIO;279200;Chiclayo;La Victoria;LA VICTORIA;CALLE LLOQUE YUPANQUI 1650;Privada
LA VID VERDADERA;279219;Chiclayo;La Victoria;LA VICTORIA;CALLE EL AYLLU 162;Privada
ANA STHAL;279224;Chiclayo;La Victoria;LA VICTORIA;CALLE SINCHI ROCA 1480;Privada
MONTESSORI COLLEGE;279243;Chiclayo;La Victoria;LA VICTORIA;CALLE LOS TAMBOS 199;Privada
SAGRADO MAESTRO;279257;Chiclayo;La Victoria;LA VICTORIA;AVENIDA LA UNION 1616;Privada
LOS DULCE OSITOS;279276;Chiclayo;La Victoria;LA VICTORIA;CALLE INCA ROCA 599;Privada
EL PEREGRINO;279281;Chiclayo;La Victoria;LA VICTORIA;CALLE MANCO INCA 1098;Privada
EL CONSTRUCTOR;279295;Chiclayo;La Victoria;LA VICTORIA;CALLE MANUEL SEOANE 1117;Privada
COLEGIO DE INNOVADORES VANGUARDIA;279304;Chiclayo;La Victoria;LA VICTORIA;CALLE INCA YUPANQUI 620;Privada
ANDRES TOWSEND EZCURRA;279318;Chiclayo;La Victoria;LA VICTORIA;LA VICTORIA;Privada
EL EDEN;279323;Chiclayo;La Victoria;LA VICTORIA;CALLE LLOQUE YUPANQUI 1730;Privada
BILINGUAL SCHOOL RAYMOND SHREVE S.A.C;279337;Chiclayo;La Victoria;LA VICTORIA;AVENIDA LOS INCAS;Privada
PALOMITAS MENSAJERAS;279342;Chiclayo;La Victoria;LA VICTORIA;AVENIDA MANUEL SEOANE 420;Privada
SAN FRANCISCO;279361;Chiclayo;Lagunas;MOCUPE;JIRON BOLIVAR 222;Pública
034;279375;Chiclayo;Lagunas;NUEVO MOCUPE;CALLE JUAN VELASCO 693;Pública
039 JESUS MI AMIGO;279380;Chiclayo;Lagunas;TUPAC AMARU;AVENIDA JOSE OLAYA BALANDRA S/N;Pública
322;279399;Chiclayo;Lagunas;UCUPE;CALLE JOSE SANCHEZ CABREJOS S/N;Pública
10032 JULIO ARMAS LOYOLA;279403;Chiclayo;Lagunas;LAGUNAS;SAN PEDRO S/N;Pública
11099 DIVINO MAESTRO;279417;Chiclayo;Lagunas;MONTECRUZ;MONTECRUZ;Pública
10031 JUAN PABLO II;279422;Chiclayo;Lagunas;PUEBLO LIBRE;PUEBLO LIBRE S/N;Pública
10029;279436;Chiclayo;Lagunas;MOCUPE;AVENIDA MIGUEL GRAU 510;Pública
10832 JOSE CARLOS MARIATEGUI;279441;Chiclayo;Lagunas;NUEVO MOCUPE;JIRON CUZCO 660;Pública
11185;279455;Chiclayo;Lagunas;UCUPE;AVENIDA VICTOR RAMIREZ HORNA 128 MZ 37 LOTE 8;Pública
TUPAC AMARU;279460;Chiclayo;Lagunas;TUPAC AMARU;CALLE JOSE OLAYA BALANDRA S/N;Pública
012 TALENTOS DE MARIA;279484;Chiclayo;Monsefú;MONSEFU;MARISCAL SUCRE 899;Pública
043 NIÑO JESUS;279498;Chiclayo;Monsefú;CALLANCA;CALLE REAL S/N;Pública
074 NUESTRA SEÑORA DE LA MISERICORDIA;279506;Chiclayo;Monsefú;MONSEFU;AVENIDA CARLOS CONROY 598;Pública
124;279511;Chiclayo;Monsefú;LOS ALGARROBOS;LOS ALGARROBOS;Pública
151;279525;Chiclayo;Monsefú;ALICAN GRANDE;ALICAN MONSEFU;Pública
10037;279530;Chiclayo;Monsefú;CUSUPE;AUTOPISTA LARRAN KM 3;Pública
174 FLORECER;279549;Chiclayo;Monsefú;CAMPIÑA DE MICARCAPE;MIRCARCAPE;Pública
178 EL EDEN DEL DIVINO NAZARENO;279554;Chiclayo;Monsefú;JESUS NAZARENO CAUTIVO;CALLE JUNIN S/N;Pública
10034 MARIA INMACULADA;279568;Chiclayo;Monsefú;LARAN / VALENCIA;CARRETERA PANAMERICANA SUR - MONSEFU MZ A LOTE 18;Pública
10035 JORGE Y ENRIQUE PISFIL VILLALOBOS;279573;Chiclayo;Monsefú;CALLANCA;AVENIDA CAMINO REAL S/N;Pública
10036 MARIA AUXILIADORA;279587;Chiclayo;Monsefú;VALLE HERMOSO;VALLE HERMOSO;Pública
10046 SAN CARLOS;279592;Chiclayo;Monsefú;MONSEFU;AVENIDA CARLOS CONROY 661;Pública
10795;279605;Chiclayo;Monsefú;JESUS NAZARENO CAUTIVO;CALLE MEXICO 140;Pública
10821 MELCHOR GUZMAN CUYATE;279610;Chiclayo;Monsefú;POMAPE;POMAPE ZONA PO;Pública
11029 SANTIAGO BURGA GONZALES;279629;Chiclayo;Monsefú;MONSEFU;AVENIDA MARISCAL SUCRE 871;Pública
11030 INMACULADA CONCEPCION;279634;Chiclayo;Monsefú;MONSEFU;7 DE JUNIO;Pública
DIEGO FERRE SOSA;279648;Chiclayo;Monsefú;MONSEFU;AVENIDA MARISCAL RAMON CASTILLA 895;Pública
JESUS NAZARENO CAUTIVO;279653;Chiclayo;Monsefú;TULLUME;AVENIDA BERNARDO ALCEDO 210;Pública
CARLOS WEISS;279667;Chiclayo;Monsefú;MONSEFU;AVENIDA LA MAR 340;Privada
SAN PEDRO;279672;Chiclayo;Monsefú;MONSEFU;AVENIDA VICTOR ANDRES BELAUNDE 390;Privada
SABOGAL;279686;Chiclayo;Monsefú;MONSEFU;CALLE MARISCAL SUCRE 419;Privada
SANTO TORIBIO;279691;Chiclayo;Monsefú;MONSEFU;CALLE DIEGO FERRE 528;Privada
JEAN PIAGET;279714;Chiclayo;Monsefú;MONSEFU;AVENIDA CARLOS CONRROY 199;Privada
CORAZON DE JESUS;279728;Chiclayo;Monsefú;CALLANCA;CALLANCA;Privada
PROYECTO PERU;279733;Chiclayo;Monsefú;JESUS NAZARENO CAUTIVO;CALLE SAN PABLO S/N;Privada
COLEGIO NORTE;279747;Chiclayo;Monsefú;MONSEFU;CALLE MANUEL MARIA IZAGA 739;Privada
SANTA TERESITA;279752;Chiclayo;Monsefú;MONSEFU;AVENIDA 28 DE JULIO 139;Privada
PERUANO CANADIENSE;279766;Chiclayo;Chiclayo;CHICLAYO;CALLE FRANCISCO CABRERA 1288;Privada
10039;279771;Chiclayo;Nueva Arica;NUEVA ARICA;CALLE NIEPOS S/N;Pública
046;279785;Chiclayo;Nueva Arica;NUEVA ARICA;CALLE NIEPOS S/N;Pública
11566 MANUEL ASCENCIO SEGURA;279790;Chiclayo;Oyotún;LA COMPUERTA;CALLE SAN MARTIN S/N;Pública
CPED - 11141;279808;Chiclayo;Nueva Arica;CULPON;CULPON;Pública
10038;279813;Chiclayo;Nueva Arica;NUEVA ARICA;CALLE FRANCISCO BOLOGNESI 472;Pública
11142 SAN JUAN DE LA VIÑA;279827;Chiclayo;Nueva Arica;HACIENDA LA VIÑA;CARRETERA LA VIÑA S/N;Pública
11178 ABELARDO GONZALES;279832;Chiclayo;Oyotún;CHUMBENIQUE;CARRETERA CHUMBENIQUE S/N;Pública
ELEODORO VERA PALACIOS;279846;Chiclayo;Nueva Arica;NUEVA ARICA;CALLE RUPERTO BACA 172;Pública
021 VIRGEN DE LA PUERTA;279851;Chiclayo;Oyotún;OYOTUN;CALLE ALFONSO UGARTE 475;Pública
045 SEÑOR DE PASCUA DE RESURRECCION;279865;Chiclayo;Oyotún;VISTA ALEGRE;CALLE 3 DE JUNIO S/N;Pública
10044 JORGE BASADRE GROHMAN;279870;Chiclayo;Oyotún;OYOTUN;AVENIDA TARAPACA S/N;Pública
10045 INCA GARCILAZO DE LA VEGA;279889;Chiclayo;Oyotún;OYOTUN;AVENIDA AGUSTO B LEGUIA 380;Pública
10047;279894;Chiclayo;Oyotún;LAS DELICIAS;CARRETERA LAS DELICIAS S/N;Pública
10718 JUAN VELASCO ALVARADO;279907;Chiclayo;Oyotún;VIRU;VIRU S/N;Pública
10778;279912;Chiclayo;Oyotún;CHILCAL;CRUZ DE CHILCAL;Pública
11172;279926;Chiclayo;Oyotún;BEBEDEROS;EL BEBEDERO S/N;Pública
11174;279931;Chiclayo;Oyotún;SORRONTO;SORRONTO;Pública
11194;279945;Chiclayo;Oyotún;POLVAREDA;POLVAREDA;Pública
JOSE ABELARDO QUIÑONES GONZALES;279950;Chiclayo;Oyotún;OYOTUN;CALLE ANTENOR ORREGO 201;Pública
SAN JUAN BAUTISTA;279974;Chiclayo;Oyotún;OYOTUN;CALLE TARAPACA S/N;Privada
SANTO TOMAS AQUINO;279988;Chiclayo;Oyotún;OYOTUN;CALLE TARAPACA 754;Privada
BELEN;279993;Chiclayo;Oyotún;OYOTUN;CALLE KLINGE 210;Privada
